object_id,Z,Z_err,EBV,SpecType,English Translation,split,target
gwaloth_fuin_pendrath,0.2033,,0.147,TDE,"blossom + darkness, gloom, night, dead of night  + stairway",split_11,1
gwathui_gond_luith,0.919,,0.016,AGN,"shadowy + rock, great stone + spell",split_11,0
gwilwileth_gobennas_ris,0.9178,,0.088,AGN,butterfly + history + queen,split_11,0
harad_firiel_ungol,0.2597,,0.013,SN Ia,south + mortal maiden + spider,split_11,0
hast_naer_bass,0.8519,,0.014,AGN,"axe-stroke +  sad, dreadful, woeful + bread",split_11,0
heledh_paich_elu,0.6123,,0.043,AGN,"glass + syrup, juice  + pale blue ",split_11,0
heledir_ulug_tinuviel,0.1425,,0.071,SN II," kingfisher (bird) + bad, evil + nightingale",split_11,0
helegnen_nath_inias,1.942,,0.02,AGN,frozen + web + annals,split_11,0
hu_eglan_magol,0.345,,0.073,AGN,dog + forsaken + sword,split_11,0
hu_nost_gwael,0.4959,,0.072,SN Ia,"dog + family, clan, house + gull",split_11,0
hwiniol_adar_faen,0.4309,,0.01,SN Ia,fantastic + father + radiant,split_11,0
iar_lam_certh,0.4873,,0.06,AGN,"blood + tongue, dialect, language  + rune",split_11,0
iar_narthan_midh,1.872,,0.019,AGN,"blood + beacon, fire-sign  + dew",split_11,0
ingem_sirion_gwael,0.299,,0.009,SN IIn,"year sick, old  + river  + gull",split_11,0
inias_ulug_honeg,0.3845,,0.032,SN IIn,"annals + bad, evil +  little brother, also the name of the middle finger ",split_11,0
ira_lobor_iaun,0.2163,,0.035,AGN,"desire + horse +  fane, holy place, sanctuary ",split_11,0
ithildin_lembas_uan,0.578,,0.283,SLSN-II,"magic metal that only mirrors starlight and moolight + way-bread, journey-bread  + monster ",split_11,0
ithron_aegas_Tawarwaith,1.225,,0.041,AGN,wizard + mountain peak  + Forest people (Silvan Elves) ,split_11,0
lain_dannas_aegas,0.5114,,0.03,AGN," free, freed + autumn + mountain peak ",split_11,0
lain_ennorath_laug,0.4584,,0.021,AGN," free, freed + lands of Middle-earth + warm",split_11,0
lalaith_alag_adan,1.043,,0.035,AGN,"laughter +  impetuous, rushing + Man",split_11,0
lasguil_suil_nestad,0.5277,,0.035,AGN,tea + hail  + healing,split_11,0
lasguil_thor_narthan,0.402,,0.381,AGN,"tea + eagle + beacon, fire-sign ",split_11,0
lass_alagos_dam,3.013,,0.194,AGN,leaf + storm of wind + hammer,split_11,0
lathron_nell_amon,0.5704,,0.078,AGN,"eavesdropper + bell + hill, steep-sided mount ",split_11,0
laug_glass_naer,0.6683,,0.123,AGN,"warm + joy +  sad, dreadful, woeful",split_11,0
lebenedh_lebdas_elu,0.3189,,0.067,AGN,middle finger  +   index finger  + pale blue ,split_11,0
lend_adar_yll,0.3605,,0.023,AGN,"journey, way + father +  gulp ",split_11,0
loss_agarwaen_laes,0.4593,,0.057,SN Ia,"snow + bloodstain + babe, also used in children's play as the name of the little finger ",split_11,0
lost_calad_tavor,0.1671,,0.025,SN Ia," empty, void  + light + woodpecker",split_11,0
luith_puig_cabed,0.6297,,0.03,TDE,"spell +  clean, tidy, neat  + leap",split_11,1
luith_raegdan_lhug,0.2959,,0.156,SN Ia,"spell + sinner +  dragon, snake, serpent",split_11,0
luithien_maen_lass,0.4633,,0.022,SN Ia,"enchantress +  clever, skilled + leaf",split_11,0
lunt_curunir_rusc,0.6111,,0.025,AGN,boat + wizard + fox ,split_11,0
maethor_rhach_edlothiad,0.4203,,0.015,AGN,warrior + curse + flowering,split_11,0
menel_rhun_gas,1.222,,0.042,AGN,heaven + East + hole,split_11,0
minai_drego_bragol,0.3061,,0.009,SN II,"distinct, unique, single + flee + sudden",split_11,0
minas_lembas_amarth,0.2122,,0.031,SN Ia,"city with watchtower  + way-bread, journey-bread  + doom, fate",split_11,0
minuial_Rochirrim_meril,0.5581,,0.026,AGN,"dawn, morrowdim, twilight  + Horse.Lords (People)  + rose",split_11,0
mirdan_ank_ram,0.2389,,0.19,SN Ia,"smith, jewelsmith  + jaw + wall",split_11,0
mithren_melethron_dannas,0.7755,,0.059,AGN,grey +  lover (masc.) + autumn,split_11,0
mithren_rochben_gwaloth,0.4207,,0.529,AGN,grey + rider + blossom,split_11,0
muil_cuil_rhovan,0.4219,,0.064,AGN,"dreariness, twilight, shadow, vagueness  + life + wilderness",split_11,0
muinthel_fervain_lend,0.2891,,0.082,SN IIn,"sister + northern + journey, way",split_11,0
naer_alae_tobas,0.6359,,0.089,AGN," sad, dreadful, woeful + Ah +  roof ",split_11,0
nagol_heledir_morgul,0.1583,,0.017,SN II,tooth +  kingfisher (bird) + sorcery,split_11,0
navaer_minuial_toll,0.418,,0.022,SN Ia,"farewell + dawn, morrowdim, twilight  +  island",split_11,0
neledh_gwend_naer,0.6132,,0.015,TDE,"enter, go in  + maiden +  sad, dreadful, woeful",split_11,1
nell_talraph_ylf,0.4818,,0.035,SN Ia,bell +  stirrup + drinking vessel ,split_11,0
nestad_lin_corch,0.438,,0.012,AGN,"healing +  lake, pool  + crow",split_11,0
nimbrethil_gilgalad_rusc,0.6797,,0.034,AGN,silver birch (tree)  + starlight + fox ,split_11,0
nimp_bragol_hwiniol,0.6307,,0.019,TDE,frail + sudden + fantastic,split_11,1
ninglor_ablad_Gonhir,0.603,,0.085,AGN,"gladden + prohibition, refusal + Master of Stone, Dwarf",split_11,0
nost_glandagol_tobas,0.9195,,0.012,AGN,"family, clan, house + boundary marker  +  roof ",split_11,0
nost_loss_hal,0.2155,,0.15,TDE,"family, clan, house + snow + fish",split_11,1
onodrim_romru_mindon,0.3274,,0.029,SN II,Ents (people)  + sound of the horn + isolated hill ,split_11,0
panas_dunadan_ingem,0.7807,,0.091,AGN,"floor + Númenórean, Man of the West  + year sick, old ",split_11,0
pent_hul_hand,1.003,,0.068,AGN,story +  cry of encouragement in battle  + intelligent,split_11,0
pent_iaun_haeron,0.5304,,0.091,SN Ia,"story +  fane, holy place, sanctuary  + far, distant ",split_11,0
pethron_gwaloth_badhor,0.6082,,0.083,AGN,narrator + blossom + judge,split_11,0
puig_sogannen_gas,1.733,,0.045,AGN," clean, tidy, neat  + drunk  + hole",split_11,0
rach_ai_barad,1.248,,0.079,AGN,"wagon, wain  + hail! +  fortress, fort, tower ",split_11,0
rach_edlothiad_Sindarin,0.8498,,0.057,AGN,"wagon, wain  + flowering + English",split_11,0
raef_celeb_tegilbor,1.187,,0.018,AGN,net + silver + calligrapher,split_11,0
raug_glamor_haeron,0.5195,,0.014,SN Ia," demon, terrible creature + echo + far, distant ",split_11,0
rhovan_malad_pilin,0.6726,,0.023,AGN,wilderness + gold + arrow,split_11,0
ris_ai_hend,0.2209,,0.064,AGN,queen + hail! + eye,split_11,0
rist_rach_cund,0.5955,,0.052,SLSN-II,"cleaver, sword + wagon, wain  + prince",split_11,0
rochben_gwaloth_melethron,0.2171,,0.022,TDE,rider + blossom +  lover (masc.),split_11,1
rodwen_balrog_rhun,0.4184,,0.033,AGN, noble maiden +  fire demon  + East,split_11,0
rodwen_nell_gas,0.5058,,0.011,AGN, noble maiden + bell + hole,split_11,0
rom_cuin_cenedril,0.447,,0.022,AGN,"horn, trumpet + alive + mirror",split_11,0
rudh_hast_drego,0.2843,,0.028,SN Ia,bald + axe-stroke + flee,split_11,0
rusc_lobor_agarwaen,0.4229,,0.05,AGN,fox  + horse + bloodstain,split_11,0
saig_faun_draug,0.7945,,0.106,AGN,hungry  + cloud + wolf,split_11,0
salph_gondrath_achas,0.1018,,0.028,SN Ic," broth, liquid food, soup  + causeway + achas",split_11,0
sammar_glae_firiel,0.5029,,0.012,SN Ia,neighbour  + grass + mortal maiden,split_11,0
sammar_mir_daen,0.1806,,0.1,SN II,"neighbour  +  jewel, treasure + corpse",split_11,0
sirion_heron_melethril,1.006,,0.018,AGN,river  + master +  lover (fem.) ,split_11,0
soga_firion_cugu,1.23,,0.015,AGN,drink +  mortal man + dove,split_11,0
tachol_barad_baneth,0.3874,,0.075,SN Ia,"brooch, pin +  fortress, fort, tower  + beauty",split_11,0
tang_ablad_manadh,1.128,,0.035,AGN,"bowstring  + prohibition, refusal + final end, fate, fortune",split_11,0
thul_aeruil_gwaloth,0.4273,,0.01,AGN,breath + seaweed + blossom,split_11,0
tirith_archam_saew,0.1457,,0.041,SN Ia,"guard, guarding + throne + poison",split_11,0
uanui_mirdan_lacha,3.237,,0.018,AGN,"hideous, monstrous + smith, jewelsmith  + flame",split_11,0
uir_lavan_Sindarin,0.9627,,0.089,AGN,eternity + animal (quadrupedal mammal)  + English,split_11,0
ungol_imrath_ruith,0.2972,,0.011,AGN,spider + valley + anger,split_11,0
yll_gellui_archam,0.8628,,0.077,AGN, gulp  + triumphant + throne,split_11,0
Elrim_hal_amarth,0.4054,,0.029,AGN,"Elves + fish + doom, fate",split_12,0
Eluwaith_faradrim_haudh,0.9887,,0.171,AGN,"Sindar + hunters + burial mound, barrow, grave, tomb ",split_12,0
Eru_iaun_rodwen,2.58,,0.043,AGN,"God +  fane, holy place, sanctuary  +  noble maiden",split_12,0
Mirion_malad_adar,1.266,,0.04,AGN," jewel, Silmaril  + gold + father",split_12,0
Mithrim_firion_achas,1.102,,0.187,AGN,Sindar +  mortal man + achas,split_12,0
acharn_adel_baug,0.2151,,0.016,AGN,"vengeance + behind + oppressive, cruel, tyrannous ",split_12,0
achas_hwiniol_nothrim,0.4257,,0.067,SN Ia,achas + fantastic + family,split_12,0
adel_draug_gas,0.2287,,0.043,SN II,behind + wolf + hole,split_12,0
aderthad_cuil_nimbrethil,0.3474,,0.075,SN Ia,reunion + life + silver birch (tree) ,split_12,0
aerlinn_hand_gul,0.8902,,0.153,AGN,"hymn + intelligent + evil knowledge, magic, sorcery, necromancy ",split_12,0
ah_sador_imloth,0.6752,,0.04,AGN,and +  faithful one +  flowering valley ,split_12,0
alae_haeron_aphadrim,0.2907,,0.045,SN Ia,"Ah + far, distant  + followers",split_12,0
alae_hend_heron,0.8659,,0.022,AGN,Ah + eye + master,split_12,0
alag_nimp_laer,0.3836,,0.027,SN Ia," impetuous, rushing + frail + song",split_12,0
alph_alag_lunt,0.2597,,0.016,TDE,"swan +  impetuous, rushing + boat",split_12,1
alph_celon_gwaloth,0.439,,0.027,SN Ia,swan + river + blossom,split_12,0
amloth_hu_magol,0.796,,0.012,AGN,crest of a helmet  + dog + sword,split_12,0
anann_nath_echad,0.4106,,0.025,SN Ia," long, for a long time + web + encampment",split_12,0
anann_talraph_haeron,0.8308,,0.035,AGN," long, for a long time +  stirrup + far, distant ",split_12,0
andrann_calad_gador,0.7931,,0.087,AGN," age, cycle  + light + dungeon, prison",split_12,0
ank_ennorath_cuin,0.2475,,0.045,SN II,jaw + lands of Middle-earth + alive,split_12,0
annon_callon_cyron,0.3956,,0.026,SN Ia,"gate, door  + hero +  new moon ",split_12,0
anwar_myril_amon,0.4128,,0.021,SN Ia,"awe + cat + hill, steep-sided mount ",split_12,0
aphadrim_gwaun_thavron,0.3574,,0.095,SN Ia,"followers + goose + builder, carpenter, wright ",split_12,0
badhor_rudh_morgul,0.6818,,0.036,AGN,judge + bald + sorcery,split_12,0
balrog_Dornhoth_andrann,0.2791,,0.195,SN Ia," fire demon  + Trawn Folk (Dwarfs) +  age, cycle ",split_12,0
bass_dol_muinthel,1.5,,0.025,AGN,"bread + head, hill + sister",split_12,0
braig_hu_badhor,1.252,,0.032,AGN,"fierce, wild + dog + judge",split_12,0
braig_randir_gwanur,0.2566,,0.07,AGN,"fierce, wild + pilgrim, wanderer + kinsman, kinswoman ",split_12,0
bregedur_corf_romru,0.4144,,0.023,SN Ia,wildfire + ring + sound of the horn,split_12,0
cabed_ang_sirion,0.3433,,0.016,AGN,leap + iron + river ,split_12,0
cabed_cuil_gondrath,0.4905,,0.037,AGN,leap + life + causeway,split_12,0
cabed_sador_aranarth,0.8881,,0.011,AGN,"leap +  faithful one + kingdom, realm",split_12,0
cae_thurin_cabor,0.2712,,0.136,SN Ia-pec,"earth + secret, hidden + frog",split_12,0
cair_maethor_rhun,1.084,,0.065,AGN,ship + warrior + East,split_12,0
calad_lost_faun,0.9242,,0.034,AGN,"light +  empty, void  + cloud",split_12,0
callon_ennorath_andrann,0.3822,,0.015,SN Ia,"hero + lands of Middle-earth +  age, cycle ",split_12,0
callon_firen_haudh,0.2432,,0.013,SN II,"hero + human + burial mound, barrow, grave, tomb ",split_12,0
celeb_Ennor_hal,0.2671,,0.022,SN Ia,silver + Middle-Earth + fish,split_12,0
cirdan_galas_hand,0.8408,,0.037,AGN,"shipbuilder + growth, plant  + intelligent",split_12,0
cirdan_rochir_mil,0.5276,,0.137,AGN,"shipbuilder + Horse-Lord, knight, rider  +  affection, love, kindness ",split_12,0
cirion_dagnir_ruith,0.466,,0.011,AGN,"sailor, shipman  + bane + anger",split_12,0
cirion_roch_tirith,0.667,,0.014,AGN,"sailor, shipman  + horse + guard, guarding",split_12,0
corf_suil_uruk,1.236,,0.007,AGN,ring + hail  + evil creature,split_12,0
cugu_lembas_celon,0.93,,0.025,AGN,"dove + way-bread, journey-bread  + river",split_12,0
dol_heleg_fast,0.8776,,0.043,AGN,"head, hill + ice +  shaggy hair",split_12,0
draug_ah_hul,0.797,,0.075,AGN,wolf + and +  cry of encouragement in battle ,split_12,0
duin_espalass_annon,0.2005,,0.013,AGN," river, large rive with current  + water-fall + gate, door ",split_12,0
dunedhel_panas_cenedril,0.4589,,0.042,AGN,"Elf of Beleriand, West-Elf, including Noldor and Sindar  + floor + mirror",split_12,0
eglan_imrad_hervenn,0.3558,,0.032,SN Ia,forsaken + path + husband,split_12,0
elu_neledh_aras,0.2558,,0.031,SN Ia,"pale blue  + enter, go in  + deer",split_12,0
elvellon_archam_lorn,0.1685,,0.039,SN Ia,"Elf-friend + throne + anchorage, haven, harbour, quiet water ",split_12,0
ennorath_eirien_balrog,0.3261,,0.019,SN Ia,lands of Middle-earth + daisy +  fire demon ,split_12,0
eredh_glamor_alag,0.4179,,0.012,SN Ia,"germ, seed + echo +  impetuous, rushing",split_12,0
fang_haradrim_rhach,0.714,,0.011,AGN,beard + People of the South + curse,split_12,0
faradrim_Mithrim_Druadan,0.2894,,0.033,SN Ia,hunters + Sindar + Wild Man ,split_12,0
faradrim_tachol_drafn,0.4947,,0.055,SN IIn,"hunters + brooch, pin +  hewn, log",split_12,0
faun_agar_dam,0.3724,,0.01,SN Ia,"cloud + glory, brilliance, glitter + hammer",split_12,0
fuin_hal_hand,0.6044,,0.009,AGN,"darkness, gloom, night, dead of night  + fish + intelligent",split_12,0
galadhrim_soga_anwar,0.6946,,0.015,AGN,"people of the Trees, Elves of Lórien  + drink + awe",split_12,0
gaurwaith_suil_fang,1.54,,0.024,AGN,outlaws (wolf-people) + hail  + beard,split_12,0
gilgalad_braig_maen,0.3726,,0.041,AGN,"starlight + fierce, wild +  clever, skilled",split_12,0
glamor_hul_firiel,0.8438,,0.096,TDE,echo +  cry of encouragement in battle  + mortal maiden,split_12,1
glass_cirion_agar,0.2733,,0.011,TDE,"joy + sailor, shipman  + glory, brilliance, glitter",split_12,1
grond_bass_andrann,0.4943,,0.022,SN Ia,"club + bread +  age, cycle ",split_12,0
gwilwileth_hwiniol_adar,0.4645,,0.075,SN Ia,butterfly + fantastic + father,split_12,0
hadhod_aran_gaw,0.7157,,0.046,AGN,Dwarf + king + void,split_12,0
haeron_araf_eryn,0.1646,,0.028,SN Ia,"far, distant  + wolf + wood, forest",split_12,0
heledir_gil_gilgalad,0.511,,0.093,AGN," kingfisher (bird) +  star, bright spark + starlight",split_12,0
heledir_gorn_pethron,0.5549,,0.009,AGN, kingfisher (bird) + valour + narrator,split_12,0
heleg_nur_limlug,0.2606,,0.049,SN Ia,"ice + race + sea serpent, fishdragon ",split_12,0
heleg_rhovan_iar,0.3024,,0.096,SN Ia,ice + wilderness + blood,split_12,0
heleg_rom_Sindarin,0.5481,,0.029,AGN,"ice + horn, trumpet + English",split_12,0
hervenn_firion_sirion,0.467,,0.388,SN IIn,husband +  mortal man + river ,split_12,0
hub_grond_barad,0.2633,,0.024,TDE,"harbour, haven, small landlocked bay  + club +  fortress, fort, tower ",split_12,1
hul_Ennor_nimbrethil,0.7371,,0.059,AGN, cry of encouragement in battle  + Middle-Earth + silver birch (tree) ,split_12,0
hun_cuin_maen,1.107,,0.029,AGN,"heart + alive +  clever, skilled",split_12,0
iar_gul_gobennas,0.1727,,0.04,SN Ia,"blood + evil knowledge, magic, sorcery, necromancy  + history",split_12,0
iaun_pendrath_nimp,0.2815,,0.028,AGN," fane, holy place, sanctuary  + stairway + frail",split_12,0
ira_ennorath_minuial,0.6368,,0.017,AGN,"desire + lands of Middle-earth + dawn, morrowdim, twilight ",split_12,0
ist_bregedur_eilian,1.416,,0.013,AGN,"knowledge, lore  + wildfire + rainbow",split_12,0
lacha_rochir_nath,0.3939,,0.03,AGN,"flame + Horse-Lord, knight, rider  + web",split_12,0
lagor_tinnu_gli,0.2495,,0.073,SN II,"swift + dusk, twilight + honey",split_12,0
lang_imloth_lobor,0.3993,,0.089,AGN,"cutlass, sword +  flowering valley  + horse",split_12,0
lend_andrann_raug,0.4068,,0.017,SN Ia,"journey, way +  age, cycle  +  demon, terrible creature",split_12,0
lhug_eredh_puig,0.9339,,0.016,AGN," dragon, snake, serpent + germ, seed +  clean, tidy, neat ",split_12,0
lhug_hu_mir,1.199,,0.068,AGN," dragon, snake, serpent + dog +  jewel, treasure",split_12,0
maecheneb_cund_lavan,0.8846,,0.066,TDE, sharp-eyed + prince + animal (quadrupedal mammal) ,split_12,1
maecheneb_uruk_dagnir,0.3028,,0.074,SN Ia-pec, sharp-eyed + evil creature + bane,split_12,0
magol_Eluwaith_lossen,0.6947,,0.079,AGN,sword + Sindar + snowy,split_12,0
meldir_rach_iar,2.686,,0.077,AGN,"friend + wagon, wain  + blood",split_12,0
midh_ist_thangail,0.4075,,0.027,AGN,"dew + knowledge, lore  + shield wall, shield fence ",split_12,0
minai_manadh_gwathui,1.188,,0.025,AGN,"distinct, unique, single + final end, fate, fortune + shadowy",split_12,0
morn_maecheneb_narthan,2.049,,0.031,AGN,"dark, black +  sharp-eyed + beacon, fire-sign ",split_12,0
muil_aderthad_cirdan,0.4452,,0.019,AGN,"dreariness, twilight, shadow, vagueness  + reunion + shipbuilder",split_12,0
mund_rudh_saig,0.4401,,0.026,AGN,bull + bald + hungry ,split_12,0
neledh_morgul_glaur,0.8684,,0.009,AGN,"enter, go in  + sorcery + golden light ",split_12,0
nim_idhren_Mirion,0.2637,,0.043,AGN,"pale, white + pondering, wise, thoughtful +  jewel, Silmaril ",split_12,0
nimp_hast_firiel,0.3543,,0.082,SN Ia,frail + axe-stroke + mortal maiden,split_12,0
noroth_magol_faun,0.4214,,0.03,SN Ia,giant + sword + cloud,split_12,0
noroth_raug_cirdan,0.8566,,0.013,AGN,"giant +  demon, terrible creature + shipbuilder",split_12,0
ogol_thul_rodwen,0.3326,,0.009,SN Ia,"evil, wicked + breath +  noble maiden",split_12,0
onodrim_fervain_ninglor,0.4409,,0.051,AGN,Ents (people)  + northern + gladden,split_12,0
onodrim_heleg_lalaith,0.6536,,0.016,AGN,Ents (people)  + ice + laughter,split_12,0
paich_Druadan_tachol,1.115,,0.163,AGN,"syrup, juice  + Wild Man  + brooch, pin",split_12,0
paich_alae_honeg,0.227,,0.445,SN II,"syrup, juice  + Ah +  little brother, also the name of the middle finger ",split_12,0
parf_tang_pess,1.156,,0.04,AGN,book + bowstring  + feather,split_12,0
pendrath_cirdan_thor,4.723,,0.031,AGN,stairway + shipbuilder + eagle,split_12,0
pendrath_gwend_riel,0.7285,,0.07,AGN,stairway + maiden + princess,split_12,0
pendrath_lalaith_haeron,0.684,,0.096,AGN,"stairway + laughter + far, distant ",split_12,0
peredhel_espalass_amarth,0.53,,0.069,SN Ia,"Half-Elf + water-fall + doom, fate",split_12,0
peredhel_pennas_archam,0.226,,0.01,SN II,Half-Elf + history + throne,split_12,0
pess_aeruil_anwar,0.4194,,0.076,SN Ia,feather + seaweed + awe,split_12,0
pess_ingem_thamas,1.339,,0.051,AGN,"feather + year sick, old  + great hall ",split_12,0
pod_faun_sammar,0.3598,,0.017,SN Ia,foot (of an animal)  + cloud + neighbour ,split_12,0
pod_minai_salab,0.4002,,0.118,AGN,"foot (of an animal)  + distinct, unique, single + herb",split_12,0
raef_Tawarwaith_mund,0.4029,,0.051,SN Ia,net + Forest people (Silvan Elves)  + bull,split_12,0
rhosc_onodrim_mund,0.5205,,0.119,SN IIn," russet, red, brown + Ents (people)  + bull",split_12,0
riel_hervess_thamas,3.483,,0.009,AGN,princess + wife + great hall ,split_12,0
ris_nidh_bregedur,0.601,,0.023,AGN,queen + honeycomb + wildfire,split_12,0
ris_tavor_navaer,3.169,,0.264,AGN,queen + woodpecker + farewell,split_12,0
roch_amloth_laer,0.5618,,0.012,AGN,horse + crest of a helmet  + song,split_12,0
rom_Mithrim_galenas,0.3995,,0.059,SN Ia,"horn, trumpet + Sindar + pipe-weed",split_12,0
rom_lobor_lachenn,0.5531,,0.015,AGN,"horn, trumpet + horse +  flame-eyed, Elf who has lived in the Blessed Realm ",split_12,0
rudh_cabor_adab,0.276,,0.053,SN Ia-pec,"bald + frog + building, house",split_12,0
rudh_per_adar,0.3329,,0.045,SN Ia,bald + half + father,split_12,0
rust_pilin_balrog,0.4214,,0.141,SN Ia,copper + arrow +  fire demon ,split_12,0
rust_raug_eglan,0.1781,,0.026,TDE,"copper +  demon, terrible creature + forsaken",split_12,1
rust_sador_emel,1.068,,0.01,AGN,copper +  faithful one + mother,split_12,0
ryn_cenedril_mil,2.617,,0.026,AGN,"hound of chase  + mirror +  affection, love, kindness ",split_12,0
ryn_salab_hul,0.2351,,0.014,SN II,hound of chase  + herb +  cry of encouragement in battle ,split_12,0
saelor_glass_gath,0.4306,,0.009,AGN,adviser  + joy + cavern,split_12,0
saer_archam_heledh,0.4356,,0.014,SN Ia,bitter  + throne + glass,split_12,0
saig_minuial_ungol,0.9496,,0.012,TDE,"hungry  + dawn, morrowdim, twilight  + spider",split_12,1
salab_cabed_pilin,0.5664,,0.101,SN Ia,herb + leap + arrow,split_12,0
salph_Eru_mithren,0.256,,0.038,SN II," broth, liquid food, soup  + God + grey",split_12,0
sammar_corch_fae,0.2474,,0.036,SN II,"neighbour  + crow + soul, spirit ",split_12,0
soga_saer_elvellon,0.3666,,0.051,SN Ia,drink + bitter  + Elf-friend,split_12,0
suil_corf_cae,0.8794,,0.018,AGN,hail  + ring + earth,split_12,0
suil_pennas_amdir,0.9745,,0.013,AGN,hail  + history + hope,split_12,0
talraph_myril_aras,0.2056,,0.109,TDE, stirrup + cat + deer,split_12,1
tamin_ah_hul,0.3366,,0.068,SN Ia,forge  + and +  cry of encouragement in battle ,split_12,0
tathar_myril_nothrim,0.3619,,0.011,AGN,tathar + cat + family,split_12,0
tegilbor_corf_alph,1.03,,0.015,AGN,calligrapher + ring + swan,split_12,0
thamas_edlothiad_saer,0.4508,,0.057,AGN,great hall  + flowering + bitter ,split_12,0
tobas_rist_rhach,0.2873,,0.033,SN Ia," roof  + cleaver, sword + curse",split_12,0
uanui_muil_emel,0.893,,0.086,AGN,"hideous, monstrous + dreariness, twilight, shadow, vagueness  + mother",split_12,0
uir_alag_aran,0.5225,,0.085,AGN,"eternity +  impetuous, rushing + king",split_12,0
ungol_bregedur_faen,0.3489,,0.011,SN Ia,spider + wildfire + radiant,split_12,0
uruk_saig_guldur,1.261,,0.015,AGN,evil creature + hungry  + dark sorcery,split_12,0
vin_aranarth_dol,0.1928,,0.2,TDE,"our + kingdom, realm + head, hill",split_12,1
vin_imloth_morgul,1.274,,0.027,AGN,our +  flowering valley  + sorcery,split_12,0
ylf_Eluwaith_amlug,1.308,,0.11,AGN,"drinking vessel  + Sindar +  snake, serpent",split_12,0
ylf_gwilwileth_glamor,0.5057,,0.038,AGN,drinking vessel  + butterfly + echo,split_12,0
ylf_panas_rust,0.2138,,0.045,AGN,drinking vessel  + floor + copper,split_12,0
Ennor_imloth_morgul,0.7532,,0.046,TDE,Middle-Earth +  flowering valley  + sorcery,split_13,1
Gonhir_fast_romru,0.3017,,0.03,TDE,"Master of Stone, Dwarf +  shaggy hair + sound of the horn",split_13,1
Gwathuirim_drego_lebdas,0.748,,0.042,AGN,Shadowy People (of Dunland)  + flee +   index finger ,split_13,0
Rochirrim_aiglos_achas,0.5624,,0.063,AGN,"Horse.Lords (People)  + plant, bush + achas",split_13,0
Rochirrim_araf_nimp,0.3726,,0.026,SN Ia,Horse.Lords (People)  + wolf + frail,split_13,0
Rochirrim_nost_aes,0.9489,,0.029,AGN,"Horse.Lords (People)  + family, clan, house +  cooked food",split_13,0
Sindarin_gwachaedir_lachenn,0.522,,0.074,SN Ia-91T-like,"English +  palantir, seeing stone +  flame-eyed, Elf who has lived in the Blessed Realm ",split_13,0
ablad_vin_faen,0.1817,,0.231,TDE,"prohibition, refusal + our + radiant",split_13,1
adab_faun_aith,0.2369,,0.021,SN IIP,"building, house + cloud + point of spear ",split_13,0
adab_peredhel_hend,1.058,,0.092,AGN,"building, house + Half-Elf + eye",split_13,0
adan_fern_nothrim,0.7057,,0.138,AGN,Man + dead + family,split_13,0
adan_galad_alagos,1.037,,0.023,AGN,"Man +  light (bright), sunlight, brilliance, radiance, glittering reflection  + storm of wind",split_13,0
adel_pethron_imrad,0.2785,,0.065,TDE,behind + narrator + path,split_13,1
aeglir_certh_bregedur,0.3452,,0.123,SN Ia,range of mountain peaks + rune + wildfire,split_13,0
aeruil_corch_min,0.3178,,0.015,TDE,seaweed + crow + peak,split_13,1
agar_badhor_agarwaen,0.2683,,0.061,SN Ia,"glory, brilliance, glitter + judge + bloodstain",split_13,0
agar_graw_pethron,0.3111,,0.014,SN Ia,"glory, brilliance, glitter + bear + narrator",split_13,0
agar_neledh_imrath,0.3621,,0.011,SN Ia,"glory, brilliance, glitter + enter, go in  + valley",split_13,0
agor_certh_heron,0.6719,,0.024,SN Ia,narrow + rune + master,split_13,0
ai_lorn_Mirion,1.454,,0.013,AGN,"hail! + anchorage, haven, harbour, quiet water  +  jewel, Silmaril ",split_13,0
alagos_honeg_bragol,1.119,,0.073,AGN,"storm of wind +  little brother, also the name of the middle finger  + sudden",split_13,0
amath_ulug_Eru,2.009,,0.021,AGN,"shield wall  + bad, evil + God",split_13,0
amlug_ithron_Ennor,0.3083,,0.022,SN Ia," snake, serpent + wizard + Middle-Earth",split_13,0
ank_gwaun_haradrim,0.4326,,0.051,AGN,jaw + goose + People of the South,split_13,0
balrog_minas_galvorn,0.3792,,0.011,SN Ia, fire demon  + city with watchtower  + black metal ,split_13,0
barad_amath_salph,0.5419,,0.016,AGN," fortress, fort, tower  + shield wall  +  broth, liquid food, soup ",split_13,0
bragol_galvorn_gwend,2.248,,0.082,AGN,sudden + black metal  + maiden,split_13,0
braig_adar_laer,0.3362,,0.027,SN Ia,"fierce, wild + father + song",split_13,0
bronwe_imloth_ithildin,0.6565,,0.019,AGN,endurance +  flowering valley  + magic metal that only mirrors starlight and moolight,split_13,0
cae_draug_ryn,0.4899,,0.016,AGN,earth + wolf + hound of chase ,split_13,0
cair_muinthel_firiel,1.092,,0.047,AGN,ship + sister + mortal maiden,split_13,0
celair_ang_uan,0.324,,0.048,TDE,brilliant + iron + monster ,split_13,1
celair_ank_alph,1.123,,0.078,AGN,brilliant + jaw + swan,split_13,0
celair_gwael_in,0.1804,,0.06,AGN,brilliant + gull + year,split_13,0
celair_mir_fae,0.2537,,0.035,SN IIP,"brilliant +  jewel, treasure + soul, spirit ",split_13,0
corch_forodrim_ira,0.1749,,0.02,AGN,"crow + Northmen, Northfolk  + desire",split_13,0
cuil_helegnen_laug,0.1787,,0.009,SN Ia,life + frozen + warm,split_13,0
